"","model","sim","year","hm_jday","max_jday","max_val","first","median","diff_hm","diff_max","n.surveys"
"652","independent",26,"1",120,129,0.336466515474791,103,129,0,-1,9500
"653","independent",26,"2",119,130,0.336473309993139,107,129,0,1,8750
"654","independent",26,"3",118,129,0.300814353784421,102,128,0,1,8000
"655","independent",26,"4",116,126,0.307598140712752,109,127,-1,-1,7250
"656","independent",26,"5",115,125,0.33798822967682,106,126,-1,-1,6500
"657","independent",26,"6",115,124,0.30963626801162,104,125,0,-1,5750
"658","independent",26,"7",115,123,0.343987343053811,106,124,1,-1,5000
"659","independent",26,"8",113,122,0.339806694752821,92,123,0,-1,4250
"660","independent",26,"9",112,120,0.369313766348415,97,122,0,-2,3500
"661","independent",26,"10",112,121,0.363504289378901,98,121.5,1,0,2750
"662","independent",26,"11",110,118,0.328667051739054,101,121,0,-2,2000
"663","independent",26,"12",107,119,0.312273714109701,102,119,-2,0,1250
"664","independent",26,"13",109,119,0.394673078086659,90,121,1,1,500
"665","hierarchical",26,"1",120,130,0.331225092908131,103,129,0,2,9500
"666","hierarchical",26,"2",119,129,0.327387260489442,107,129,0,2,8750
"667","hierarchical",26,"3",118,128,0.322843915113067,102,128,0,2,8000
"668","hierarchical",26,"4",117,127,0.319408441933957,109,127,0,2,7250
"669","hierarchical",26,"5",116,125,0.31861002615679,106,126,0,1,6500
"670","hierarchical",26,"6",115,124,0.32286951849631,104,125,0,1,5750
"671","hierarchical",26,"7",114,123,0.330680371740319,106,124,0,1,5000
"672","hierarchical",26,"8",113,122,0.341361070569081,92,123,0,1,4250
"673","hierarchical",26,"9",112,121,0.353607081071842,97,122,0,1,3500
"674","hierarchical",26,"10",112,120,0.36569830239978,98,121.5,1,1,2750
"675","hierarchical",26,"11",111,119,0.375645253103555,101,121,1,1,2000
"676","hierarchical",26,"12",110,119,0.384525077603359,102,119,1,2,1250
"677","hierarchical",26,"13",110,118,0.388886849765191,90,121,2,2,500
"678","independent",27,"1",119,130,0.324101346969696,108,130,-1,0,9500
"679","independent",27,"2",119,127,0.332705668672501,106,128,0,-2,8750
"680","independent",27,"3",119,128,0.319043706320934,108,128,1,0,8000
"681","independent",27,"4",118,127,0.316022185638829,96,128,1,0,7250
"682","independent",27,"5",116,124,0.313681289652424,104,126,0,-2,6500
"683","independent",27,"6",114,122,0.295066517827447,105,124,-1,-3,5750
"684","independent",27,"7",114,124,0.31388642351545,102,125,0,0,5000
"685","independent",27,"8",113,123,0.320884127827264,91,123,0,0,4250
"686","independent",27,"9",112,121,0.340106501943979,101,123,0,-1,3500
"687","independent",27,"10",112,120,0.353208905406813,104,122,1,-1,2750
"688","independent",27,"11",110,119,0.317633968295306,102,121,0,-1,2000
"689","independent",27,"12",109,118,0.359621097421295,102,119.5,0,-1,1250
"690","independent",27,"13",112,120,0.384715975006669,112,120,4,2,500
"691","hierarchical",27,"1",120,130,0.333012884793831,108,130,0,2,9500
"692","hierarchical",27,"2",119,129,0.326980596714993,106,128,0,2,8750
"693","hierarchical",27,"3",118,128,0.320479672232602,108,128,0,2,8000
"694","hierarchical",27,"4",117,127,0.315014016398274,96,128,0,2,7250
"695","hierarchical",27,"5",116,126,0.311935622351259,104,126,0,2,6500
"696","hierarchical",27,"6",115,124,0.313381728812528,105,124,0,1,5750
"697","hierarchical",27,"7",114,123,0.318411663735071,102,125,0,1,5000
"698","hierarchical",27,"8",113,122,0.326408214224051,91,123,0,1,4250
"699","hierarchical",27,"9",112,121,0.336060463775309,101,123,0,1,3500
"700","hierarchical",27,"10",112,120,0.345521142249301,104,122,1,1,2750
"701","hierarchical",27,"11",111,119,0.352567743566054,102,121,1,1,2000
"702","hierarchical",27,"12",110,119,0.356170361837931,102,119.5,1,2,1250
"703","hierarchical",27,"13",110,118,0.35476828240796,112,120,2,2,500
"704","independent",28,"1",120,130,0.314256350087123,102,130,0,0,9500
"705","independent",28,"2",119,129,0.359687591085759,107,129,0,0,8750
"706","independent",28,"3",118,126,0.306168948949872,106,127,0,-2,8000
"707","independent",28,"4",117,127,0.315536497080249,101,127,0,0,7250
"708","independent",28,"5",116,124,0.338582201238433,108,126,0,-2,6500
"709","independent",28,"6",116,124,0.339239474710477,105,125,1,-1,5750
"710","independent",28,"7",114,123,0.359971861027784,104,125,0,-1,5000
"711","independent",28,"8",112,124,0.307078584817309,103,124,-1,1,4250
"712","independent",28,"9",112,121,0.313631160809158,99,124,0,-1,3500
"713","independent",28,"10",111,119,0.31820238157867,102,120,0,-2,2750
"714","independent",28,"11",111,120,0.328204698259461,96,121,1,0,2000
"715","independent",28,"12",112,121,0.331891842399489,103,121,3,2,1250
"716","independent",28,"13",109,119,0.341943416253162,105,119,1,1,500
"717","hierarchical",28,"1",120,130,0.3240877217541,102,130,0,2,9500
"718","hierarchical",28,"2",119,129,0.324545871471317,107,129,0,2,8750
"719","hierarchical",28,"3",118,128,0.32376883860149,106,127,0,2,8000
"720","hierarchical",28,"4",117,127,0.323026157116434,101,127,0,2,7250
"721","hierarchical",28,"5",116,126,0.323285049323557,108,126,0,2,6500
"722","hierarchical",28,"6",115,125,0.325116877870049,105,125,0,2,5750
"723","hierarchical",28,"7",114,124,0.328641746524246,104,125,0,2,5000
"724","hierarchical",28,"8",114,123,0.333509163234003,103,124,1,2,4250
"725","hierarchical",28,"9",113,122,0.338987896628216,99,124,1,2,3500
"726","hierarchical",28,"10",112,121,0.344086904282966,102,120,1,2,2750
"727","hierarchical",28,"11",111,120,0.347700031696777,96,121,1,2,2000
"728","hierarchical",28,"12",110,120,0.34967461382085,103,121,1,3,1250
"729","hierarchical",28,"13",110,119,0.349281000120106,105,119,2,3,500
"730","independent",29,"1",120,129,0.313918502634252,106,129,0,-1,9500
"731","independent",29,"2",119,129,0.344043858463189,104,129,0,0,8750
"732","independent",29,"3",119,129,0.346006608469489,102,128,1,1,8000
"733","independent",29,"4",116,125,0.339614250938039,103,127,-1,-2,7250
"734","independent",29,"5",115,126,0.346539765953334,96,126,-1,0,6500
"735","independent",29,"6",115,124,0.383767762718424,104,125,0,-1,5750
"736","independent",29,"7",115,128,0.334682847634015,96,125,1,4,5000
"737","independent",29,"8",114,124,0.35176565577973,95,124,1,1,4250
"738","independent",29,"9",111,119,0.310750087675857,107,123,-1,-3,3500
"739","independent",29,"10",111,119,0.279330568125963,101,123,0,-2,2750
"740","independent",29,"11",109,119,0.315491182155015,98,122,-1,-1,2000
"741","independent",29,"12",110,118,0.371490864387275,108,121,1,-1,1250
"742","independent",29,"13",111,119,0.302135064998605,104,119,3,1,500
"743","hierarchical",29,"1",120,130,0.335062976720815,106,129,0,2,9500
"744","hierarchical",29,"2",119,129,0.337396197944393,104,129,0,2,8750
"745","hierarchical",29,"3",118,128,0.337310878407134,102,128,0,2,8000
"746","hierarchical",29,"4",117,127,0.335949024683255,103,127,0,2,7250
"747","hierarchical",29,"5",116,126,0.33437147540431,96,126,0,2,6500
"748","hierarchical",29,"6",115,125,0.333454294452959,104,125,0,2,5750
"749","hierarchical",29,"7",114,124,0.333774883261668,96,125,0,2,5000
"750","hierarchical",29,"8",113,123,0.335514405372605,95,124,0,2,4250
"751","hierarchical",29,"9",113,122,0.338471396956682,107,123,1,2,3500
"752","hierarchical",29,"10",112,121,0.342115570306778,101,123,1,2,2750
"753","hierarchical",29,"11",111,120,0.345630878257614,98,122,1,2,2000
"754","hierarchical",29,"12",110,119,0.348017483493026,108,121,1,2,1250
"755","hierarchical",29,"13",109,119,0.350156598762358,104,119,1,3,500
"756","independent",30,"1",121,132,0.36065846636349,104,130,1,2,9500
"757","independent",30,"2",119,127,0.337417584843347,106,129,0,-2,8750
"758","independent",30,"3",119,129,0.339621537624785,101,129,1,1,8000
"759","independent",30,"4",116,128,0.307119164486946,104,127,-1,1,7250
"760","independent",30,"5",115,124,0.260874591808184,102,126,-1,-2,6500
"761","independent",30,"6",116,124,0.331852089260106,108,125,1,-1,5750
"762","independent",30,"7",114,124,0.317070294970942,103,124,0,0,5000
"763","independent",30,"8",115,125,0.353942767951322,100,124,2,2,4250
"764","independent",30,"9",112,121,0.325496375013823,91,122,0,-1,3500
"765","independent",30,"10",113,122,0.318892453181125,101,123,2,1,2750
"766","independent",30,"11",108,116,0.278176201699572,105,120,-2,-4,2000
"767","independent",30,"12",108,115,0.353945871514189,100,118,-1,-4,1250
"768","independent",30,"13",110,123,0.312771216992025,108,122,2,5,500
"769","hierarchical",30,"1",120,131,0.352321412798144,104,130,0,3,9500
"770","hierarchical",30,"2",119,130,0.342224954992958,106,129,0,3,8750
"771","hierarchical",30,"3",118,129,0.332015442191237,101,129,0,3,8000
"772","hierarchical",30,"4",117,128,0.322851466796038,104,127,0,3,7250
"773","hierarchical",30,"5",116,127,0.315703904824569,102,126,0,3,6500
"774","hierarchical",30,"6",115,126,0.311264974317358,108,125,0,3,5750
"775","hierarchical",30,"7",114,124,0.310381339285016,103,124,0,2,5000
"776","hierarchical",30,"8",113,123,0.313021338805881,100,124,0,2,4250
"777","hierarchical",30,"9",112,122,0.317689053880388,91,122,0,2,3500
"778","hierarchical",30,"10",111,121,0.323164678538249,101,123,0,2,2750
"779","hierarchical",30,"11",110,120,0.32782646570435,105,120,0,2,2000
"780","hierarchical",30,"12",110,119,0.329849613927997,100,118,1,2,1250
"781","hierarchical",30,"13",109,118,0.327525096037285,108,122,1,2,500
"782","independent",31,"1",120,129,0.308882714019865,108,129,0,-1,9500
"783","independent",31,"2",118,130,0.310418925203715,102,129,-1,1,8750
"784","independent",31,"3",118,128,0.335880750557335,101,128,0,0,8000
"785","independent",31,"4",118,129,0.357652330293599,105,128,1,2,7250
"786","independent",31,"5",116,127,0.353291003336016,100,126,0,1,6500
"787","independent",31,"6",115,125,0.315346460031192,103,125,0,0,5750
"788","independent",31,"7",114,124,0.31833035092238,100,125,0,0,5000
"789","independent",31,"8",112,122,0.309610973082081,102,123,-1,-1,4250
"790","independent",31,"9",113,124,0.334701497882165,104,125,1,2,3500
"791","independent",31,"10",111,122,0.344438540130313,98,122.5,0,1,2750
"792","independent",31,"11",111,121,0.422032199779019,105,121,1,1,2000
"793","independent",31,"12",109,121,0.343355519587651,101,121,0,2,1250
"794","independent",31,"13",108,117,0.268642791728813,107,119,0,-1,500
"795","hierarchical",31,"1",120,130,0.331042176939566,108,129,0,2,9500
"796","hierarchical",31,"2",119,129,0.331013597625482,102,129,0,2,8750
"797","hierarchical",31,"3",118,128,0.329605284762826,101,128,0,2,8000
"798","hierarchical",31,"4",117,127,0.328171025862087,105,128,0,2,7250
"799","hierarchical",31,"5",116,126,0.327883030447869,100,126,0,2,6500
"800","hierarchical",31,"6",115,125,0.329581331039204,103,125,0,2,5750
"801","hierarchical",31,"7",114,124,0.333668523133864,100,125,0,2,5000
"802","hierarchical",31,"8",113,123,0.340011837268779,102,123,0,2,4250
"803","hierarchical",31,"9",113,122,0.347937806130153,104,125,1,2,3500
"804","hierarchical",31,"10",112,121,0.356338500015899,98,122.5,1,2,2750
"805","hierarchical",31,"11",111,120,0.363803891837103,105,121,1,2,2000
"806","hierarchical",31,"12",110,120,0.369668123062204,101,121,1,3,1250
"807","hierarchical",31,"13",109,119,0.373198381915939,107,119,1,3,500
"808","independent",32,"1",119,131,0.295995994774119,107,129,-1,1,9500
"809","independent",32,"2",119,130,0.306972346479606,104,130,0,1,8750
"810","independent",32,"3",117,129,0.30327929259029,104,129,-1,1,8000
"811","independent",32,"4",117,126,0.299145001356233,110,127,0,-1,7250
"812","independent",32,"5",116,127,0.35842616329692,104,126,0,1,6500
"813","independent",32,"6",115,123,0.322973890329215,76,125,0,-2,5750
"814","independent",32,"7",115,123,0.371249920714114,98,125,1,-1,5000
"815","independent",32,"8",114,123,0.347605582816118,105,124,1,0,4250
"816","independent",32,"9",111,120,0.305430745006926,96,123,-1,-2,3500
"817","independent",32,"10",109,121,0.26744228719587,102,122,-2,0,2750
"818","independent",32,"11",111,121,0.327178266361705,93,120,1,1,2000
"819","independent",32,"12",106,117,0.251478478897941,90,119,-3,-2,1250
"820","independent",32,"13",106,116,0.282366009745243,100,115.5,-2,-2,500
"821","hierarchical",32,"1",119,130,0.321447764219828,107,129,-1,2,9500
"822","hierarchical",32,"2",119,129,0.32060100202123,104,130,0,2,8750
"823","hierarchical",32,"3",118,128,0.318887082566277,104,129,0,2,8000
"824","hierarchical",32,"4",117,127,0.317167636875425,110,127,0,2,7250
"825","hierarchical",32,"5",116,125,0.316741046030595,104,126,0,1,6500
"826","hierarchical",32,"6",115,124,0.317417908265102,76,125,0,1,5750
"827","hierarchical",32,"7",114,123,0.319332782880763,98,125,0,1,5000
"828","hierarchical",32,"8",113,122,0.322474798191839,105,124,0,1,4250
"829","hierarchical",32,"9",112,121,0.326672456361577,96,123,0,1,3500
"830","hierarchical",32,"10",111,120,0.331556316118514,102,122,0,1,2750
"831","hierarchical",32,"11",110,120,0.33669754046794,93,120,0,2,2000
"832","hierarchical",32,"12",109,119,0.342705315555781,90,119,0,2,1250
"833","hierarchical",32,"13",108,118,0.348209229111429,100,115.5,0,2,500
"834","independent",33,"1",120,129,0.312799573840328,104,130,0,-1,9500
"835","independent",33,"2",119,129,0.31344566520896,106,129,0,0,8750
"836","independent",33,"3",119,128,0.324480785322978,103,128,1,0,8000
"837","independent",33,"4",117,125,0.304397901090729,106,127.5,0,-2,7250
"838","independent",33,"5",116,129,0.34449713087396,100,126,0,3,6500
"839","independent",33,"6",116,125,0.340118897106003,95,126,1,0,5750
"840","independent",33,"7",116,123,0.375020427269639,109,124,2,-1,5000
"841","independent",33,"8",113,125,0.313634178615051,106,125,0,2,4250
"842","independent",33,"9",113,123,0.361240091104418,103,124,1,1,3500
"843","independent",33,"10",113,122,0.382433584176157,98,123,2,1,2750
"844","independent",33,"11",110,119,0.290574032039946,105,119.5,0,-1,2000
"845","independent",33,"12",111,120,0.361260862139412,102,121,2,1,1250
"846","independent",33,"13",108,116,0.466102389304904,106,118,0,-2,500
"847","hierarchical",33,"1",120,130,0.319355955393538,104,130,0,2,9500
"848","hierarchical",33,"2",119,129,0.317421606937187,106,129,0,2,8750
"849","hierarchical",33,"3",118,128,0.317333569078777,103,128,0,2,8000
"850","hierarchical",33,"4",118,127,0.319564104872518,106,127.5,1,2,7250
"851","hierarchical",33,"5",117,126,0.324263688167166,100,126,1,2,6500
"852","hierarchical",33,"6",116,125,0.331182562488032,95,126,1,2,5750
"853","hierarchical",33,"7",115,124,0.339712527538069,109,124,1,2,5000
"854","hierarchical",33,"8",114,123,0.34894121342774,106,125,1,2,4250
"855","hierarchical",33,"9",113,122,0.357758269664365,103,124,1,2,3500
"856","hierarchical",33,"10",112,121,0.3649751317909,98,123,1,2,2750
"857","hierarchical",33,"11",112,121,0.370287753334585,105,119.5,2,3,2000
"858","hierarchical",33,"12",111,120,0.372780106746241,102,121,2,3,1250
"859","hierarchical",33,"13",110,119,0.370605661060136,106,118,2,3,500
"860","independent",34,"1",120,130,0.285971993483757,104,130,0,0,9500
"861","independent",34,"2",120,131,0.319648156911706,101,130,1,2,8750
"862","independent",34,"3",119,128,0.342498041843864,99,128,1,0,8000
"863","independent",34,"4",118,127,0.350921568964167,98,127,1,0,7250
"864","independent",34,"5",116,126,0.323188753288619,106,127,0,0,6500
"865","independent",34,"6",115,127,0.333557397712736,106,126,0,2,5750
"866","independent",34,"7",115,126,0.318339184308551,104,125,1,2,5000
"867","independent",34,"8",113,121,0.34474084412053,92,123,0,-2,4250
"868","independent",34,"9",112,123,0.331598666238061,103,123,0,1,3500
"869","independent",34,"10",111,120,0.351157582721647,100,121,0,-1,2750
"870","independent",34,"11",110,118,0.321416475816619,100,121,0,-2,2000
"871","independent",34,"12",108,121,0.378837539870651,103,119,-1,2,1250
"872","independent",34,"13",109,119,0.41236000629832,106,120,1,1,500
"873","hierarchical",34,"1",120,130,0.320889369014335,104,130,0,2,9500
"874","hierarchical",34,"2",120,129,0.324159272431891,101,130,1,2,8750
"875","hierarchical",34,"3",119,129,0.325196454744816,99,128,1,3,8000
"876","hierarchical",34,"4",118,128,0.324045035407256,98,127,1,3,7250
"877","hierarchical",34,"5",117,127,0.322626730019188,106,127,1,3,6500
"878","hierarchical",34,"6",115,125,0.322791965039969,106,126,0,2,5750
"879","hierarchical",34,"7",114,124,0.326864889436142,104,125,0,2,5000
"880","hierarchical",34,"8",113,123,0.334402607314246,92,123,0,2,4250
"881","hierarchical",34,"9",112,122,0.345040117467405,103,123,0,2,3500
"882","hierarchical",34,"10",112,121,0.357649353347084,100,121,1,2,2750
"883","hierarchical",34,"11",111,120,0.370426109961571,100,121,1,2,2000
"884","hierarchical",34,"12",110,119,0.381246974657946,103,119,1,2,1250
"885","hierarchical",34,"13",110,119,0.38933068276661,106,120,2,3,500
"886","independent",35,"1",120,127,0.333658042872314,100,130,0,-3,9500
"887","independent",35,"2",119,128,0.339802679132065,107,129,0,-1,8750
"888","independent",35,"3",118,126,0.324568592233247,102,127,0,-2,8000
"889","independent",35,"4",117,125,0.339999948134862,107,127,0,-2,7250
"890","independent",35,"5",116,128,0.362652098868757,102,127,0,2,6500
"891","independent",35,"6",115,123,0.329622353335049,103,125,0,-2,5750
"892","independent",35,"7",115,123,0.366684383636156,99,125,1,-1,5000
"893","independent",35,"8",114,123,0.364464367971156,98,125,1,0,4250
"894","independent",35,"9",111,122,0.333129673235026,93,123,-1,0,3500
"895","independent",35,"10",111,121,0.319457747454564,102,122,0,0,2750
"896","independent",35,"11",109,121,0.379273791499787,105,120,-1,1,2000
"897","independent",35,"12",107,117,0.328819246654743,105,118.5,-2,-2,1250
"898","independent",35,"13",115,119,0.347306046717776,115,120,7,1,500
"899","hierarchical",35,"1",119,129,0.344182249862099,100,130,-1,1,9500
"900","hierarchical",35,"2",119,128,0.341853721295259,107,129,0,1,8750
"901","hierarchical",35,"3",118,127,0.340267220320569,102,127,0,1,8000
"902","hierarchical",35,"4",117,126,0.339832163291428,107,127,0,1,7250
"903","hierarchical",35,"5",116,125,0.340768320758102,102,127,0,1,6500
"904","hierarchical",35,"6",116,124,0.343120924686591,103,125,1,1,5750
"905","hierarchical",35,"7",115,123,0.346753545366866,99,125,1,1,5000
"906","hierarchical",35,"8",114,122,0.351324945961837,98,125,1,1,4250
"907","hierarchical",35,"9",113,122,0.356781540065163,93,123,1,2,3500
"908","hierarchical",35,"10",112,121,0.362160074954998,102,122,1,2,2750
"909","hierarchical",35,"11",111,120,0.366138549224513,105,120,1,2,2000
"910","hierarchical",35,"12",110,119,0.367323669837461,105,118.5,1,2,1250
"911","hierarchical",35,"13",109,119,0.36428273052695,115,120,1,3,500
"912","independent",36,"1",119,133,0.326470053699134,103,130,-1,3,9500
"913","independent",36,"2",118,132,0.31721940957637,100,130,-1,3,8750
"914","independent",36,"3",118,127,0.340815335804922,101,128,0,-1,8000
"915","independent",36,"4",117,124,0.345547457102555,107,126,0,-3,7250
"916","independent",36,"5",116,125,0.349941182609662,103,126,0,-1,6500
"917","independent",36,"6",114,124,0.293223280896755,108,125,-1,-1,5750
"918","independent",36,"7",113,125,0.287550324798904,98,125,-1,1,5000
"919","independent",36,"8",113,121,0.34705107213038,105,124,0,-2,4250
"920","independent",36,"9",112,121,0.283053562292222,104,124,0,-1,3500
"921","independent",36,"10",110,123,0.3024779332056,104,123,-1,2,2750
"922","independent",36,"11",110,117,0.327407032512409,106,120,0,-3,2000
"923","independent",36,"12",109,118,0.470721477807363,96,117,0,-1,1250
"924","independent",36,"13",105,115,0.351362027075458,103,118,-3,-3,500
"925","hierarchical",36,"1",120,130,0.335808350332258,103,130,0,2,9500
"926","hierarchical",36,"2",119,129,0.330340018436731,100,130,0,2,8750
"927","hierarchical",36,"3",118,128,0.325131694337216,101,128,0,2,8000
"928","hierarchical",36,"4",117,127,0.320918960811883,107,126,0,2,7250
"929","hierarchical",36,"5",116,125,0.318410314987949,103,126,0,1,6500
"930","hierarchical",36,"6",115,124,0.318932312321226,108,125,0,1,5750
"931","hierarchical",36,"7",114,123,0.321701304542159,98,125,0,1,5000
"932","hierarchical",36,"8",113,122,0.326581358248625,105,124,0,1,4250
"933","hierarchical",36,"9",112,121,0.333180043497796,104,124,0,1,3500
"934","hierarchical",36,"10",111,120,0.34079545671675,104,123,0,1,2750
"935","hierarchical",36,"11",110,119,0.348318030113571,106,120,0,1,2000
"936","hierarchical",36,"12",109,118,0.354430754545338,96,117,0,1,1250
"937","hierarchical",36,"13",108,117,0.357776649413219,103,118,0,1,500
"938","independent",37,"1",122,129,0.356012212278115,108,130,2,-1,9500
"939","independent",37,"2",119,128,0.327274370366565,103,129,0,-1,8750
"940","independent",37,"3",118,129,0.327132559525899,105,128,0,1,8000
"941","independent",37,"4",117,125,0.321482516496921,101,127,0,-2,7250
"942","independent",37,"5",117,129,0.321108001812144,100,128,1,3,6500
"943","independent",37,"6",113,127,0.305194375979463,101,126,-2,2,5750
"944","independent",37,"7",114,123,0.308259771550947,103,124,0,-1,5000
"945","independent",37,"8",114,121,0.341966789586344,101,123,1,-2,4250
"946","independent",37,"9",111,121,0.300232521448995,106,122,-1,-1,3500
"947","independent",37,"10",113,120,0.390063844964123,106,121,2,-1,2750
"948","independent",37,"11",110,118,0.347996485273057,107,120.5,0,-2,2000
"949","independent",37,"12",112,120,0.356255045318004,104,121,3,1,1250
"950","independent",37,"13",110,122,0.369011609270936,101,121,2,4,500
"951","hierarchical",37,"1",120,130,0.333215166662804,108,130,0,2,9500
"952","hierarchical",37,"2",119,129,0.328330009689961,103,129,0,2,8750
"953","hierarchical",37,"3",118,128,0.322825030538481,105,128,0,2,8000
"954","hierarchical",37,"4",117,127,0.31838868183343,101,127,0,2,7250
"955","hierarchical",37,"5",116,126,0.316497436516461,100,128,0,2,6500
"956","hierarchical",37,"6",115,124,0.318431369142338,101,126,0,1,5750
"957","hierarchical",37,"7",114,123,0.325206829205398,103,124,0,1,5000
"958","hierarchical",37,"8",113,122,0.334933473462887,101,123,0,1,4250
"959","hierarchical",37,"9",113,121,0.346106929553618,106,122,1,1,3500
"960","hierarchical",37,"10",112,120,0.356552289592258,106,121,1,1,2750
"961","hierarchical",37,"11",111,120,0.364482057850904,107,120.5,1,2,2000
"962","hierarchical",37,"12",111,119,0.368900767023331,104,121,2,2,1250
"963","hierarchical",37,"13",110,119,0.366534332655296,101,121,2,3,500
"964","independent",38,"1",119,128,0.320196398707044,101,129,-1,-2,9500
"965","independent",38,"2",120,128,0.348783009816971,102,129,1,-1,8750
"966","independent",38,"3",117,127,0.296481293270073,107,127,-1,-1,8000
"967","independent",38,"4",117,128,0.308929088295632,97,128,0,1,7250
"968","independent",38,"5",117,126,0.365528044574239,97,127,1,0,6500
"969","independent",38,"6",115,124,0.329935558181276,100,125,0,-1,5750
"970","independent",38,"7",114,124,0.349379314617559,101,124,0,0,5000
"971","independent",38,"8",113,123,0.320023670842809,103,124,0,0,4250
"972","independent",38,"9",113,122,0.362088725532951,94,122,1,0,3500
"973","independent",38,"10",111,119,0.319549954576005,105,122,0,-2,2750
"974","independent",38,"11",110,116,0.301790360300332,106,121,0,-4,2000
"975","independent",38,"12",108,118,0.37124167899102,100,119,-1,-1,1250
"976","independent",38,"13",107,115,0.277444925518659,106,116,-1,-3,500
"977","hierarchical",38,"1",120,129,0.340339237146174,101,129,0,1,9500
"978","hierarchical",38,"2",119,129,0.336468021326229,102,129,0,2,8750
"979","hierarchical",38,"3",118,128,0.332060043417637,107,127,0,2,8000
"980","hierarchical",38,"4",118,127,0.328050558584675,97,128,1,2,7250
"981","hierarchical",38,"5",117,126,0.325525283053638,97,127,1,2,6500
"982","hierarchical",38,"6",116,125,0.325427512271144,100,125,1,2,5750
"983","hierarchical",38,"7",115,124,0.328225962295717,101,124,1,2,5000
"984","hierarchical",38,"8",114,123,0.333713773466945,103,124,1,2,4250
"985","hierarchical",38,"9",113,122,0.341150531665052,94,122,1,2,3500
"986","hierarchical",38,"10",112,121,0.349285473500068,105,122,1,2,2750
"987","hierarchical",38,"11",111,120,0.356260044965651,106,121,1,2,2000
"988","hierarchical",38,"12",110,119,0.359945411788584,100,119,1,2,1250
"989","hierarchical",38,"13",109,118,0.35818417406893,106,116,1,2,500
"990","independent",39,"1",121,131,0.364517382378723,99,129,1,1,9500
"991","independent",39,"2",119,127,0.313981655765251,110,129,0,-2,8750
"992","independent",39,"3",119,127,0.343358622507875,103,127.5,1,-1,8000
"993","independent",39,"4",118,127,0.308450200527455,100,128,1,0,7250
"994","independent",39,"5",118,125,0.349856335237825,105,126,2,-1,6500
"995","independent",39,"6",115,127,0.293617059409672,99,126,0,2,5750
"996","independent",39,"7",113,123,0.341522670210465,99,124,-1,-1,5000
"997","independent",39,"8",114,122,0.331757446414869,102,124,1,-1,4250
"998","independent",39,"9",112,120,0.347950123076956,101,122,0,-2,3500
"999","independent",39,"10",110,119,0.300915262047639,103,122,-1,-2,2750
"1000","independent",39,"11",109,118,0.307592732950151,103,119,-1,-2,2000
"1001","independent",39,"12",110,119,0.297478553694744,102,121,1,0,1250
"1002","independent",39,"13",108,117,0.290819017002236,103,119,0,-1,500
"1003","hierarchical",39,"1",120,130,0.341770294392088,99,129,0,2,9500
"1004","hierarchical",39,"2",119,129,0.333917593535242,110,129,0,2,8750
"1005","hierarchical",39,"3",118,129,0.325437179858775,103,127.5,0,3,8000
"1006","hierarchical",39,"4",117,127,0.317726361918003,100,128,0,2,7250
"1007","hierarchical",39,"5",116,126,0.312652253102395,105,126,0,2,6500
"1008","hierarchical",39,"6",115,125,0.311212385679986,99,126,0,2,5750
"1009","hierarchical",39,"7",114,123,0.314091203782987,99,124,0,1,5000
"1010","hierarchical",39,"8",113,122,0.32169926641222,102,124,0,1,4250
"1011","hierarchical",39,"9",112,121,0.331612651994876,101,122,0,1,3500
"1012","hierarchical",39,"10",111,120,0.341776836416154,103,122,0,1,2750
"1013","hierarchical",39,"11",111,119,0.349527574627773,103,119,1,1,2000
"1014","hierarchical",39,"12",110,119,0.354289606485793,102,121,1,2,1250
"1015","hierarchical",39,"13",110,118,0.352327582449746,103,119,2,2,500
"1016","independent",40,"1",120,130,0.307252983316532,109,130,0,0,9500
"1017","independent",40,"2",120,128,0.320792913212806,104,129,1,-1,8750
"1018","independent",40,"3",118,127,0.343765364658263,106,127,0,-1,8000
"1019","independent",40,"4",117,128,0.342221760717844,105,127,0,1,7250
"1020","independent",40,"5",116,124,0.337168924303967,101,126,0,-2,6500
"1021","independent",40,"6",115,123,0.321818371547602,105,125,0,-2,5750
"1022","independent",40,"7",114,123,0.307119907234726,103,124,0,-1,5000
"1023","independent",40,"8",114,126,0.348985181578296,107,124,1,3,4250
"1024","independent",40,"9",111,121,0.309891488683394,92,124,-1,-1,3500
"1025","independent",40,"10",111,117,0.415490754812006,97,121,0,-4,2750
"1026","independent",40,"11",112,122,0.357133043916003,93,121,2,2,2000
"1027","independent",40,"12",107,115,0.310684665269505,100,118,-2,-4,1250
"1028","independent",40,"13",109,119,0.2767812126225,105,119,1,1,500
"1029","hierarchical",40,"1",120,130,0.322888740477034,109,130,0,2,9500
"1030","hierarchical",40,"2",119,129,0.322906584859757,104,129,0,2,8750
"1031","hierarchical",40,"3",118,128,0.321535272575293,106,127,0,2,8000
"1032","hierarchical",40,"4",117,127,0.319791434239243,105,127,0,2,7250
"1033","hierarchical",40,"5",116,126,0.318662490081862,101,126,0,2,6500
"1034","hierarchical",40,"6",115,125,0.319023873501349,105,125,0,2,5750
"1035","hierarchical",40,"7",114,124,0.321488179521084,103,124,0,2,5000
"1036","hierarchical",40,"8",113,122,0.326887630093639,107,124,0,1,4250
"1037","hierarchical",40,"9",112,121,0.334414434098543,92,124,0,1,3500
"1038","hierarchical",40,"10",111,120,0.342993231354398,97,121,0,1,2750
