"","model","sim","year","hm_jday","max_jday","max_val","first","median","diff_hm","diff_max","n.surveys"
"1315","hierarchical",51,"1",120,130,0.325955165840241,104,130,0,2,9500
"1316","hierarchical",51,"2",119,129,0.326118205328728,105,129,0,2,8750
"1317","hierarchical",51,"3",118,128,0.325645831833831,105,128,0,2,8000
"1318","hierarchical",51,"4",117,127,0.325359553800122,108,127,0,2,7250
"1319","hierarchical",51,"5",116,126,0.325863546047585,106,126,0,2,6500
"1320","hierarchical",51,"6",115,124,0.327563495448515,102,125,0,1,5750
"1321","hierarchical",51,"7",115,123,0.330522862195219,101,125,1,1,5000
"1322","hierarchical",51,"8",114,123,0.334659984535399,98,124,1,2,4250
"1323","hierarchical",51,"9",113,122,0.339683716974496,99,123,1,2,3500
"1324","hierarchical",51,"10",112,121,0.345059655968439,105,123,1,2,2750
"1325","hierarchical",51,"11",111,120,0.350180465072226,100,118.5,1,2,2000
"1326","hierarchical",51,"12",110,119,0.354497486611063,101,122,1,2,1250
"1327","hierarchical",51,"13",109,119,0.358356715588341,98,118,1,3,500
"1328","independent",52,"1",120,129,0.345225489385,102,129,0,-1,9500
"1329","independent",52,"2",119,129,0.33642597506269,107,129,0,0,8750
"1330","independent",52,"3",120,128,0.351958288528693,104,129,2,0,8000
"1331","independent",52,"4",118,128,0.316604288468809,100,128,1,1,7250
"1332","independent",52,"5",116,125,0.326453964067707,100,126,0,-1,6500
"1333","independent",52,"6",115,123,0.370408391400448,98,125,0,-2,5750
"1334","independent",52,"7",114,123,0.339648926010551,101,125,0,-1,5000
"1335","independent",52,"8",113,123,0.356735028887341,106,124,0,0,4250
"1336","independent",52,"9",112,121,0.340261097486353,95,123,0,-1,3500
"1337","independent",52,"10",112,118,0.418384379612645,108,121,1,-3,2750
"1338","independent",52,"11",112,122,0.345092265739479,103,122,2,2,2000
"1339","independent",52,"12",108,115,0.328479185340844,106,119,-1,-4,1250
"1340","independent",52,"13",108,120,0.294343959533829,103,119.5,0,2,500
"1341","hierarchical",52,"1",120,130,0.334157423152618,102,129,0,2,9500
"1342","hierarchical",52,"2",119,129,0.332124910250769,107,129,0,2,8750
"1343","hierarchical",52,"3",118,128,0.329713616744664,104,129,0,2,8000
"1344","hierarchical",52,"4",117,127,0.328433341344592,100,128,0,2,7250
"1345","hierarchical",52,"5",116,126,0.32955461872372,100,126,0,2,6500
"1346","hierarchical",52,"6",115,125,0.333886413358372,98,125,0,2,5750
"1347","hierarchical",52,"7",114,123,0.342180979077232,101,125,0,1,5000
"1348","hierarchical",52,"8",113,122,0.353340318022749,106,124,0,1,4250
"1349","hierarchical",52,"9",113,121,0.365743818921721,95,123,1,1,3500
"1350","hierarchical",52,"10",112,121,0.377788942932376,108,121,1,2,2750
"1351","hierarchical",52,"11",111,120,0.387766590945859,103,122,1,2,2000
"1352","hierarchical",52,"12",110,119,0.392349184991728,106,119,1,2,1250
"1353","hierarchical",52,"13",110,119,0.390789692558445,103,119.5,2,3,500
"1354","independent",53,"1",120,132,0.319826332915347,103,130,0,2,9500
"1355","independent",53,"2",119,127,0.329158426032164,108,128,0,-2,8750
"1356","independent",53,"3",119,128,0.337552466963579,104,128,1,0,8000
"1357","independent",53,"4",116,126,0.326059739841875,103,126,-1,-1,7250
"1358","independent",53,"5",117,127,0.334697868481506,104,126,1,1,6500
"1359","independent",53,"6",117,126,0.359932633351021,101,126,2,1,5750
"1360","independent",53,"7",115,123,0.34530877027322,103,125,1,-1,5000
"1361","independent",53,"8",112,126,0.370924113655326,108,124,-1,3,4250
"1362","independent",53,"9",109,116,0.286544077323824,103,124,-3,-6,3500
"1363","independent",53,"10",111,120,0.318499178330111,93,121,0,-1,2750
"1364","independent",53,"11",112,120,0.340241735305171,104,121,2,0,2000
"1365","independent",53,"12",108,115,0.304551220191671,106,116,-1,-4,1250
"1366","independent",53,"13",109,118,0.305252487625112,106,121,1,0,500
"1367","hierarchical",53,"1",120,130,0.338050614351316,103,130,0,2,9500
"1368","hierarchical",53,"2",119,129,0.335235535639661,108,128,0,2,8750
"1369","hierarchical",53,"3",118,128,0.331601765535874,104,128,0,2,8000
"1370","hierarchical",53,"4",117,127,0.32819574596007,103,126,0,2,7250
"1371","hierarchical",53,"5",116,126,0.325955142792102,104,126,0,2,6500
"1372","hierarchical",53,"6",115,125,0.325597852910674,101,126,0,2,5750
"1373","hierarchical",53,"7",114,124,0.327458830757372,103,125,0,2,5000
"1374","hierarchical",53,"8",113,123,0.331473218901332,108,124,0,2,4250
"1375","hierarchical",53,"9",112,122,0.337146443276711,103,124,0,2,3500
"1376","hierarchical",53,"10",111,121,0.343505323015382,93,121,0,2,2750
"1377","hierarchical",53,"11",110,120,0.349255432098964,104,121,0,2,2000
"1378","hierarchical",53,"12",110,119,0.352905965624414,106,116,1,2,1250
"1379","hierarchical",53,"13",109,119,0.353305924868504,106,121,1,3,500
"1380","independent",54,"1",120,129,0.346619777909831,101,129,0,-1,9500
"1381","independent",54,"2",119,127,0.324328146658931,102,128,0,-2,8750
"1382","independent",54,"3",118,128,0.327766969600775,105,128,0,0,8000
"1383","independent",54,"4",118,126,0.376949575659399,108,127,1,-1,7250
"1384","independent",54,"5",116,126,0.306396972939545,99,126,0,0,6500
"1385","independent",54,"6",117,126,0.368225685646497,108,126,2,1,5750
"1386","independent",54,"7",114,123,0.343651710893587,104,124,0,-1,5000
"1387","independent",54,"8",115,123,0.348856235628965,102,123.5,2,0,4250
"1388","independent",54,"9",113,121,0.331954589693227,102,122,1,-1,3500
"1389","independent",54,"10",113,120,0.376929616848037,94,122,2,-1,2750
"1390","independent",54,"11",110,122,0.345339898903361,105,122,0,2,2000
"1391","independent",54,"12",110,118,0.300599379288612,107,119.5,1,-1,1250
"1392","independent",54,"13",108,121,0.269003842827644,98,120,0,3,500
"1393","hierarchical",54,"1",120,129,0.344804259639183,101,129,0,1,9500
"1394","hierarchical",54,"2",119,128,0.342925733752981,102,128,0,1,8750
"1395","hierarchical",54,"3",118,128,0.340316239666896,105,128,0,2,8000
"1396","hierarchical",54,"4",118,127,0.337747260078762,108,127,1,2,7250
"1397","hierarchical",54,"5",117,126,0.335949773878898,99,126,1,2,6500
"1398","hierarchical",54,"6",116,125,0.335774989168837,108,126,1,2,5750
"1399","hierarchical",54,"7",115,124,0.337749142143999,104,124,1,2,5000
"1400","hierarchical",54,"8",114,123,0.341869407825995,102,123.5,1,2,4250
"1401","hierarchical",54,"9",113,122,0.347581262998059,102,122,1,2,3500
"1402","hierarchical",54,"10",112,121,0.35384629071329,94,122,1,2,2750
"1403","hierarchical",54,"11",112,120,0.359407744467919,105,122,2,2,2000
"1404","hierarchical",54,"12",111,120,0.363579925314123,107,119.5,2,3,1250
"1405","hierarchical",54,"13",110,119,0.366487660231405,98,120,2,3,500
"1406","independent",55,"1",119,127,0.313047197391141,110,129,-1,-3,9500
"1407","independent",55,"2",119,129,0.352037127075999,101,129,0,0,8750
"1408","independent",55,"3",117,126,0.34872963228995,108,127,-1,-2,8000
"1409","independent",55,"4",117,128,0.342417044909775,111,127,0,1,7250
"1410","independent",55,"5",117,126,0.336378007505585,103,126,1,0,6500
"1411","independent",55,"6",114,125,0.321661836141107,103,125,-1,0,5750
"1412","independent",55,"7",115,124,0.341573324709797,109,125,1,0,5000
"1413","independent",55,"8",113,119,0.324166103711559,99,124,0,-4,4250
"1414","independent",55,"9",113,123,0.33597389132439,102,123,1,1,3500
"1415","independent",55,"10",113,122,0.37475694393611,103,122,2,1,2750
"1416","independent",55,"11",109,119,0.303639236905561,102,120,-1,-1,2000
"1417","independent",55,"12",109,117,0.27583030514976,104,119,0,-2,1250
"1418","independent",55,"13",104,116,0.261044055043944,101,118.5,-4,-2,500
"1419","hierarchical",55,"1",119,129,0.344388180831561,110,129,-1,1,9500
"1420","hierarchical",55,"2",118,128,0.341184061877507,101,129,-1,1,8750
"1421","hierarchical",55,"3",118,127,0.338062544909109,108,127,0,1,8000
"1422","hierarchical",55,"4",117,126,0.335122223523947,111,127,0,1,7250
"1423","hierarchical",55,"5",116,126,0.332376445270013,103,126,0,2,6500
"1424","hierarchical",55,"6",115,125,0.330191720379963,103,125,0,2,5750
"1425","hierarchical",55,"7",114,124,0.328150643304149,109,125,0,2,5000
"1426","hierarchical",55,"8",113,123,0.326212498548744,99,124,0,2,4250
"1427","hierarchical",55,"9",112,122,0.324330560170368,102,123,0,2,3500
"1428","hierarchical",55,"10",112,121,0.322369440550708,103,122,1,2,2750
"1429","hierarchical",55,"11",111,120,0.32003769844272,102,120,1,2,2000
"1430","hierarchical",55,"12",110,119,0.316839584202702,104,119,1,2,1250
"1431","hierarchical",55,"13",109,118,0.31210297730324,101,118.5,1,2,500
"1432","independent",56,"1",120,130,0.312525001604292,103,129,0,0,9500
"1433","independent",56,"2",119,128,0.304041479431055,102,129,0,-1,8750
"1434","independent",56,"3",118,126,0.33746545730021,107,128,0,-2,8000
"1435","independent",56,"4",117,126,0.334453877241,104,127,0,-1,7250
"1436","independent",56,"5",117,124,0.375778055100746,102,126,1,-2,6500
"1437","independent",56,"6",116,125,0.365025633209457,108,125,1,0,5750
"1438","independent",56,"7",115,123,0.360249889100157,100,125,1,-1,5000
"1439","independent",56,"8",113,123,0.351908873731759,106,124,0,0,4250
"1440","independent",56,"9",111,120,0.348964386836713,106,122,-1,-2,3500
"1441","independent",56,"10",111,120,0.339467569656239,100,121,0,-1,2750
"1442","independent",56,"11",109,118,0.328145450356834,105,121,-1,-2,2000
"1443","independent",56,"12",109,119,0.390688423839913,104,119,0,0,1250
"1444","independent",56,"13",106,116,0.299808972154866,103,120,-2,-2,500
"1445","hierarchical",56,"1",119,130,0.323885641145439,103,129,-1,2,9500
"1446","hierarchical",56,"2",119,129,0.326089745198838,102,129,0,2,8750
"1447","hierarchical",56,"3",118,127,0.328006512556868,107,128,0,1,8000
"1448","hierarchical",56,"4",117,126,0.330880659199361,104,127,0,1,7250
"1449","hierarchical",56,"5",116,125,0.334998360468728,102,126,0,1,6500
"1450","hierarchical",56,"6",115,124,0.340562409018042,108,125,0,1,5750
"1451","hierarchical",56,"7",114,123,0.347462579334169,100,125,0,1,5000
"1452","hierarchical",56,"8",113,122,0.35531983952227,106,124,0,1,4250
"1453","hierarchical",56,"9",112,121,0.363571175697426,106,122,0,1,3500
"1454","hierarchical",56,"10",112,121,0.372727298730116,100,121,1,2,2750
"1455","hierarchical",56,"11",111,120,0.381030100773778,105,121,1,2,2000
"1456","hierarchical",56,"12",110,119,0.387444816344397,104,119,1,2,1250
"1457","hierarchical",56,"13",109,119,0.391784864683249,103,120,1,3,500
"1458","independent",57,"1",120,131,0.337923838794386,104,130.5,0,1,9500
"1459","independent",57,"2",119,128,0.354275678631375,111,128,0,-1,8750
"1460","independent",57,"3",118,130,0.341085181124018,96,129,0,2,8000
"1461","independent",57,"4",117,126,0.332581597615107,102,127,0,-1,7250
"1462","independent",57,"5",116,125,0.315451722430655,102,127,0,-1,6500
"1463","independent",57,"6",116,125,0.332583225900608,105,125,1,0,5750
"1464","independent",57,"7",115,124,0.336439288446525,100,124,1,0,5000
"1465","independent",57,"8",113,123,0.326470513409827,96,124,0,0,4250
"1466","independent",57,"9",111,116,0.302568455065693,109,123,-1,-6,3500
"1467","independent",57,"10",112,119,0.329328921202785,104,123,1,-2,2750
"1468","independent",57,"11",110,118,0.385235650565557,99,121,0,-2,2000
"1469","independent",57,"12",110,118,0.484930591157251,105,120,1,-1,1250
"1470","independent",57,"13",112,120,0.440793024525282,97,120,4,2,500
"1471","hierarchical",57,"1",120,130,0.344361107302604,104,130.5,0,2,9500
"1472","hierarchical",57,"2",119,130,0.341556972624728,111,128,0,3,8750
"1473","hierarchical",57,"3",118,129,0.336343400961655,96,129,0,3,8000
"1474","hierarchical",57,"4",117,128,0.330559126337811,102,127,0,3,7250
"1475","hierarchical",57,"5",116,126,0.326290831033285,102,127,0,2,6500
"1476","hierarchical",57,"6",115,125,0.326679406605516,105,125,0,2,5750
"1477","hierarchical",57,"7",114,123,0.331907389289481,100,124,0,1,5000
"1478","hierarchical",57,"8",113,122,0.342507366892779,96,124,0,1,4250
"1479","hierarchical",57,"9",112,121,0.355877019120275,109,123,0,1,3500
"1480","hierarchical",57,"10",112,120,0.370040827925687,104,123,1,1,2750
"1481","hierarchical",57,"11",111,119,0.382602209962967,99,121,1,1,2000
"1482","hierarchical",57,"12",110,119,0.392042029105938,105,120,1,2,1250
"1483","hierarchical",57,"13",110,118,0.39791897515977,97,120,2,2,500
"1484","independent",58,"1",119,128,0.330546416168038,104,129,-1,-2,9500
"1485","independent",58,"2",119,129,0.341061328643214,101,129,0,0,8750
"1486","independent",58,"3",118,127,0.313992515244607,107,128,0,-1,8000
"1487","independent",58,"4",117,126,0.325093371937202,98,127,0,-1,7250
"1488","independent",58,"5",116,125,0.341464848750686,100,126,0,-1,6500
"1489","independent",58,"6",117,125,0.373843157969367,104,126,2,0,5750
"1490","independent",58,"7",114,123,0.308028031559855,105,125,0,-1,5000
"1491","independent",58,"8",114,124,0.335173460327416,98,124,1,1,4250
"1492","independent",58,"9",111,121,0.274159059734053,98,123,-1,-1,3500
"1493","independent",58,"10",110,120,0.309283773427599,98,122,-1,-1,2750
"1494","independent",58,"11",110,123,0.330624301652928,103,122.5,0,3,2000
"1495","independent",58,"12",109,116,0.295658675162889,105,121,0,-3,1250
"1496","independent",58,"13",106,116,0.265124791976812,100,117,-2,-2,500
"1497","hierarchical",58,"1",119,129,0.337661981165099,104,129,-1,1,9500
"1498","hierarchical",58,"2",119,128,0.336628448360618,101,129,0,1,8750
"1499","hierarchical",58,"3",118,127,0.334656528518566,107,128,0,1,8000
"1500","hierarchical",58,"4",117,127,0.332685157083181,98,127,0,2,7250
"1501","hierarchical",58,"5",117,126,0.330798157269554,100,126,1,2,6500
"1502","hierarchical",58,"6",116,125,0.329084699480359,104,126,1,2,5750
"1503","hierarchical",58,"7",115,124,0.327726416967543,105,125,1,2,5000
"1504","hierarchical",58,"8",114,123,0.326837665325956,98,124,1,2,4250
"1505","hierarchical",58,"9",113,122,0.32638706893695,98,123,1,2,3500
"1506","hierarchical",58,"10",111,121,0.326024047482737,98,122,0,2,2750
"1507","hierarchical",58,"11",110,121,0.325918268473238,103,122.5,0,3,2000
"1508","hierarchical",58,"12",109,120,0.324737379497169,105,121,0,3,1250
"1509","hierarchical",58,"13",109,119,0.321627003836068,100,117,1,3,500
"1510","independent",59,"1",119,128,0.314857983309593,97,129,-1,-2,9500
"1511","independent",59,"2",118,127,0.306702621599482,104,128,-1,-2,8750
"1512","independent",59,"3",118,126,0.334194423685713,104,128,0,-2,8000
"1513","independent",59,"4",117,126,0.317229473695636,103,127,0,-1,7250
"1514","independent",59,"5",118,126,0.353406214193101,105,126,2,0,6500
"1515","independent",59,"6",116,126,0.321648341672177,99,125,1,1,5750
"1516","independent",59,"7",114,124,0.338885195880767,99,125,0,0,5000
"1517","independent",59,"8",114,122,0.305252390489727,104,124,1,-1,4250
"1518","independent",59,"9",113,122,0.344783126119016,98,122,1,0,3500
"1519","independent",59,"10",112,120,0.381554527284316,100,121,1,-1,2750
"1520","independent",59,"11",111,122,0.34628888480775,97,121,1,2,2000
"1521","independent",59,"12",109,118,0.388582274972102,104,118,0,-1,1250
"1522","independent",59,"13",111,122,0.297239964936314,107,123,3,4,500
"1523","hierarchical",59,"1",119,129,0.324542025341991,97,129,-1,1,9500
"1524","hierarchical",59,"2",119,128,0.325198204911382,104,128,0,1,8750
"1525","hierarchical",59,"3",118,127,0.325052074139574,104,128,0,1,8000
"1526","hierarchical",59,"4",117,126,0.325305583772954,103,127,0,1,7250
"1527","hierarchical",59,"5",116,125,0.326806971985408,105,126,0,1,6500
"1528","hierarchical",59,"6",115,124,0.329999443893217,99,125,0,1,5750
"1529","hierarchical",59,"7",115,123,0.334879796135314,99,125,1,1,5000
"1530","hierarchical",59,"8",114,122,0.341007356684886,104,124,1,1,4250
"1531","hierarchical",59,"9",113,122,0.347929255335682,98,122,1,2,3500
"1532","hierarchical",59,"10",112,121,0.355157276239913,100,121,1,2,2750
"1533","hierarchical",59,"11",111,120,0.360705949349342,97,121,1,2,2000
"1534","hierarchical",59,"12",110,119,0.363064093986523,104,118,1,2,1250
"1535","hierarchical",59,"13",110,119,0.363514587437929,107,123,2,3,500
"1536","independent",60,"1",121,130,0.311058038539321,106,129,1,0,9500
"1537","independent",60,"2",119,129,0.370151811651309,103,129,0,0,8750
"1538","independent",60,"3",118,126,0.298928069657987,106,127.5,0,-2,8000
"1539","independent",60,"4",116,129,0.317027429483555,107,128,-1,2,7250
"1540","independent",60,"5",116,126,0.340551411770664,106,126,0,0,6500
"1541","independent",60,"6",115,125,0.340868669126069,98,125,0,0,5750
"1542","independent",60,"7",115,123,0.347881659167952,101,125,1,-1,5000
"1543","independent",60,"8",112,122,0.303187850030067,97,123,-1,-1,4250
"1544","independent",60,"9",111,124,0.277533475828646,107,124,-1,2,3500
"1545","independent",60,"10",111,121,0.335212568935294,99,122,0,0,2750
"1546","independent",60,"11",112,120,0.372289876122647,105,121,2,0,2000
"1547","independent",60,"12",112,121,0.381457238351692,104,121,3,2,1250
"1548","independent",60,"13",107,117,0.379260411721107,103,119,-1,-1,500
"1549","hierarchical",60,"1",120,130,0.325786102889099,106,129,0,2,9500
"1550","hierarchical",60,"2",119,129,0.327735945425772,103,129,0,2,8750
"1551","hierarchical",60,"3",118,128,0.32631962713253,106,127.5,0,2,8000
"1552","hierarchical",60,"4",117,127,0.323522831914672,107,128,0,2,7250
"1553","hierarchical",60,"5",116,126,0.321268142706348,106,126,0,2,6500
"1554","hierarchical",60,"6",115,125,0.321051265038048,98,125,0,2,5750
"1555","hierarchical",60,"7",114,124,0.323739982199456,101,125,0,2,5000
"1556","hierarchical",60,"8",113,122,0.329667096865982,97,123,0,1,4250
"1557","hierarchical",60,"9",112,121,0.337561127585752,107,124,0,1,3500
"1558","hierarchical",60,"10",112,121,0.346509706875726,99,122,1,2,2750
"1559","hierarchical",60,"11",111,120,0.354800275131755,105,121,1,2,2000
"1560","hierarchical",60,"12",110,119,0.360561343072756,104,121,1,2,1250
"1561","hierarchical",60,"13",110,119,0.363963953169409,103,119,2,3,500
"1562","independent",61,"1",120,129,0.355388380460847,102,129,0,-1,9500
"1563","independent",61,"2",119,130,0.319221292499989,104,129,0,1,8750
"1564","independent",61,"3",118,128,0.328054586111175,106,128,0,0,8000
"1565","independent",61,"4",117,126,0.349481898490262,108,127,0,-1,7250
"1566","independent",61,"5",116,126,0.331650044505163,101,126,0,0,6500
"1567","independent",61,"6",115,126,0.310199151449388,97,126,0,1,5750
"1568","independent",61,"7",115,125,0.341550556219321,103,125,1,1,5000
"1569","independent",61,"8",114,121,0.332226731251321,100,123,1,-2,4250
"1570","independent",61,"9",111,125,0.300589031591468,86,123,-1,3,3500
"1571","independent",61,"10",112,122,0.330708455204158,103,122,1,1,2750
"1572","independent",61,"11",108,118,0.279361394148578,100,122,-2,-2,2000
"1573","independent",61,"12",108,116,0.344472548362937,98,118,-1,-3,1250
"1574","independent",61,"13",109,120,0.370308822054789,107,118,1,2,500
"1575","hierarchical",61,"1",120,130,0.349740170570043,102,129,0,2,9500
"1576","hierarchical",61,"2",119,129,0.347529299626373,104,129,0,2,8750
"1577","hierarchical",61,"3",118,128,0.341882251335419,106,128,0,2,8000
"1578","hierarchical",61,"4",117,127,0.334372339854455,108,127,0,2,7250
"1579","hierarchical",61,"5",116,126,0.326729866724636,101,126,0,2,6500
"1580","hierarchical",61,"6",115,125,0.32053120459395,97,126,0,2,5750
"1581","hierarchical",61,"7",114,124,0.316950208720823,103,125,0,2,5000
"1582","hierarchical",61,"8",113,123,0.316665953920418,100,123,0,2,4250
"1583","hierarchical",61,"9",112,121,0.320203160551922,86,123,0,1,3500
"1584","hierarchical",61,"10",111,120,0.326965727627553,103,122,0,1,2750
"1585","hierarchical",61,"11",110,119,0.335429313416293,100,122,0,1,2000
"1586","hierarchical",61,"12",109,118,0.344204882121688,98,118,0,1,1250
"1587","hierarchical",61,"13",108,118,0.352586357776282,107,118,0,2,500
"1588","independent",62,"1",120,128,0.345673487275267,107,129,0,-2,9500
"1589","independent",62,"2",120,128,0.341959083381342,108,129,1,-1,8750
"1590","independent",62,"3",119,129,0.351751104923293,111,128,1,1,8000
"1591","independent",62,"4",118,127,0.342902376019777,104,127.5,1,0,7250
"1592","independent",62,"5",116,125,0.321430725341356,106,126,0,-1,6500
"1593","independent",62,"6",115,124,0.314759057070378,105,125,0,-1,5750
"1594","independent",62,"7",115,122,0.343487006003549,91,124,1,-2,5000
"1595","independent",62,"8",114,124,0.343029355997665,107,124,1,1,4250
"1596","independent",62,"9",114,123,0.336765445318558,89,123,2,1,3500
"1597","independent",62,"10",113,122,0.357268242498374,98,123,2,1,2750
"1598","independent",62,"11",112,121,0.350321590462723,101,122,2,1,2000
"1599","independent",62,"12",108,115,0.285691883229759,102,117,-1,-4,1250
"1600","independent",62,"13",106,111,0.33703776052334,104,117.5,-2,-7,500
"1601","hierarchical",62,"1",120,130,0.34904246898023,107,129,0,2,9500
"1602","hierarchical",62,"2",119,129,0.343585894433873,108,129,0,2,8750
"1603","hierarchical",62,"3",118,128,0.33850822985403,111,128,0,2,8000
"1604","hierarchical",62,"4",117,127,0.334614145670882,104,127.5,0,2,7250
"1605","hierarchical",62,"5",117,126,0.332379523329199,106,126,1,2,6500
"1606","hierarchical",62,"6",116,125,0.331932144217501,105,125,1,2,5750
"1607","hierarchical",62,"7",115,124,0.333041464277338,91,124,1,2,5000
"1608","hierarchical",62,"8",114,123,0.335167173519212,107,124,1,2,4250
"1609","hierarchical",62,"9",113,122,0.337583489996631,89,123,1,2,3500
"1610","hierarchical",62,"10",112,121,0.339433164986947,98,123,1,2,2750
"1611","hierarchical",62,"11",111,120,0.339848403932725,101,122,1,2,2000
"1612","hierarchical",62,"12",110,120,0.339030332840283,102,117,1,3,1250
"1613","hierarchical",62,"13",109,119,0.336542608539065,104,117.5,1,3,500
"1614","independent",63,"1",119,127,0.294667039329941,105,129,-1,-3,9500
"1615","independent",63,"2",119,131,0.315533218930777,103,130,0,2,8750
"1616","independent",63,"3",117,125,0.312789893170919,110,128,-1,-3,8000
"1617","independent",63,"4",118,126,0.329922334778259,107,128,1,-1,7250
"1618","independent",63,"5",116,126,0.339895787999032,101,126,0,0,6500
"1619","independent",63,"6",114,126,0.326173190967148,104,125,-1,1,5750
"1620","independent",63,"7",114,125,0.359372160672754,102,125,0,1,5000
"1621","independent",63,"8",114,122,0.360523155665265,107,123,1,-1,4250
"1622","independent",63,"9",111,122,0.288344486400175,104,122.5,-1,0,3500
"1623","independent",63,"10",110,119,0.318668073258046,94,121,-1,-2,2750
"1624","independent",63,"11",111,122,0.334919522227508,104,122,1,2,2000
"1625","independent",63,"12",109,119,0.336163487759937,103,120,0,0,1250
"1626","independent",63,"13",107,117,0.340972341115532,102,116.5,-1,-1,500
"1627","hierarchical",63,"1",120,130,0.316391457502752,105,129,0,2,9500
"1628","hierarchical",63,"2",119,129,0.319579593032374,103,130,0,2,8750
"1629","hierarchical",63,"3",118,127,0.321152897688073,110,128,0,1,8000
"1630","hierarchical",63,"4",117,126,0.322373251671311,107,128,0,1,7250
"1631","hierarchical",63,"5",116,125,0.323582755559612,101,126,0,1,6500
"1632","hierarchical",63,"6",115,124,0.325361758532623,104,125,0,1,5750
"1633","hierarchical",63,"7",114,123,0.32818592974972,102,125,0,1,5000
"1634","hierarchical",63,"8",113,122,0.332322479661521,107,123,0,1,4250
"1635","hierarchical",63,"9",112,121,0.337909944565139,104,122.5,0,1,3500
"1636","hierarchical",63,"10",111,120,0.344918033551097,94,121,0,1,2750
"1637","hierarchical",63,"11",110,120,0.353346182865421,104,122,0,2,2000
"1638","hierarchical",63,"12",109,119,0.36312113671052,103,120,0,2,1250
"1639","hierarchical",63,"13",108,118,0.373179448831052,102,116.5,0,2,500
"1640","independent",64,"1",119,132,0.310969214150486,108,130,-1,2,9500
"1641","independent",64,"2",120,129,0.348596107823191,98,129,1,0,8750
"1642","independent",64,"3",119,128,0.348737875195276,107,128,1,0,8000
"1643","independent",64,"4",118,127,0.356737739689348,106,127,1,0,7250
"1644","independent",64,"5",116,126,0.330128671469142,103,126,0,0,6500
"1645","independent",64,"6",115,125,0.317997231217968,104,125.5,0,0,5750
"1646","independent",64,"7",114,124,0.348376516105008,103,124,0,0,5000
"1647","independent",64,"8",112,122,0.314289015678791,103,124,-1,-1,4250
"1648","independent",64,"9",112,120,0.345618761316126,101,123,0,-2,3500
"1649","independent",64,"10",111,122,0.322999703031595,102,123,0,1,2750
"1650","independent",64,"11",109,119,0.28883137222311,93,120,-1,-1,2000
"1651","independent",64,"12",110,118,0.389006511856145,101,121,1,-1,1250
"1652","independent",64,"13",106,119,0.336277154925983,103,118,-2,1,500
"1653","hierarchical",64,"1",120,130,0.341361572597188,108,130,0,2,9500
"1654","hierarchical",64,"2",119,129,0.34226971678149,98,129,0,2,8750
"1655","hierarchical",64,"3",118,128,0.339839691073695,107,128,0,2,8000
"1656","hierarchical",64,"4",117,127,0.335721905311647,106,127,0,2,7250
"1657","hierarchical",64,"5",116,126,0.331563689307447,103,126,0,2,6500
"1658","hierarchical",64,"6",115,125,0.328700356226054,104,125.5,0,2,5750
"1659","hierarchical",64,"7",114,124,0.328136703748478,103,124,0,2,5000
"1660","hierarchical",64,"8",113,123,0.330485588547407,103,124,0,2,4250
"1661","hierarchical",64,"9",112,121,0.336532339023571,101,123,0,1,3500
"1662","hierarchical",64,"10",111,120,0.345027409727827,102,123,0,1,2750
"1663","hierarchical",64,"11",110,119,0.355059917153891,93,120,0,1,2000
"1664","hierarchical",64,"12",109,118,0.365411873996534,101,121,0,1,1250
"1665","hierarchical",64,"13",108,118,0.375770943923163,103,118,0,2,500
"1666","independent",65,"1",120,131,0.287438152219894,105,130,0,1,9500
"1667","independent",65,"2",119,127,0.365734306275235,107,128,0,-2,8750
"1668","independent",65,"3",117,125,0.366401578276621,106,127,-1,-3,8000
"1669","independent",65,"4",117,128,0.349822355627558,95,128,0,1,7250
"1670","independent",65,"5",117,126,0.375338651221325,106,126,1,0,6500
"1671","independent",65,"6",115,125,0.330775010808817,102,126,0,0,5750
"1672","independent",65,"7",114,124,0.34331911344966,101,124,0,0,5000
"1673","independent",65,"8",113,121,0.352611491717807,103,123,0,-2,4250
"1674","independent",65,"9",110,117,0.299372031586789,102,122.5,-2,-5,3500
"1675","independent",65,"10",111,119,0.387718341021126,105,121,0,-2,2750
"1676","independent",65,"11",112,121,0.39941801137311,101,121,2,1,2000
"1677","independent",65,"12",109,118,0.320827727337377,104,120,0,-1,1250
"1678","independent",65,"13",108,123,0.283065670138823,105,119,0,5,500
"1679","hierarchical",65,"1",119,129,0.331262486960812,105,130,-1,1,9500
"1680","hierarchical",65,"2",118,128,0.334187131121651,107,128,-1,1,8750
"1681","hierarchical",65,"3",118,127,0.335769337696581,106,127,0,1,8000
"1682","hierarchical",65,"4",117,126,0.336672430456769,95,128,0,1,7250
"1683","hierarchical",65,"5",116,125,0.33760096295349,106,126,0,1,6500
"1684","hierarchical",65,"6",115,124,0.339168256078971,102,126,0,1,5750
"1685","hierarchical",65,"7",114,123,0.341751529384186,101,124,0,1,5000
"1686","hierarchical",65,"8",113,122,0.345478792547177,103,123,0,1,4250
"1687","hierarchical",65,"9",112,121,0.350151107577104,102,122.5,0,1,3500
"1688","hierarchical",65,"10",111,121,0.355793021155179,105,121,0,2,2750
"1689","hierarchical",65,"11",110,120,0.361496463920598,101,121,0,2,2000
"1690","hierarchical",65,"12",110,119,0.366101458777933,104,120,1,2,1250
"1691","hierarchical",65,"13",109,118,0.368360304709421,105,119,1,2,500
