"","model","sim","year","hm_jday","max_jday","max_val","first","median","diff_hm","diff_max","n.surveys"
"671","hierarchical",26,"7",128,136,0.12505666173682,122,139,0,0,5000
"672","hierarchical",26,"8",127,135,0.125783038636696,120,137,0,0,4250
"673","hierarchical",26,"9",126,134,0.128261654060479,114,135,0,0,3500
"674","hierarchical",26,"10",124,133,0.132747406744501,119,136,-1,0,2750
"675","hierarchical",26,"11",123,132,0.13908418778895,119,133,-1,0,2000
"676","hierarchical",26,"12",123,131,0.146671217905298,126,137,0,0,1250
"677","hierarchical",26,"13",122,130,0.154556098237966,121,131.5,0,0,500
"678","independent",27,"1",133,141,0.117589594702259,125,144,-1,-1,9500
"679","independent",27,"2",132,140,0.13037865875943,125,145,-1,-1,8750
"680","independent",27,"3",132,140,0.137856058150989,124,142,0,0,8000
"681","independent",27,"4",130,138,0.120659556403227,126,141,-1,-1,7250
"682","independent",27,"5",131,137,0.142931183843652,124,143,1,-1,6500
"683","independent",27,"6",127,136,0.121865876403333,123,139,-2,-1,5750
"684","independent",27,"7",128,135,0.12169519104765,120,139,0,-1,5000
"685","independent",27,"8",125,133,0.119670992233697,114,137,-2,-2,4250
"686","independent",27,"9",124,133,0.117301817172433,116,136.5,-2,-1,3500
"687","independent",27,"10",125,134,0.120582243894239,121,137,0,1,2750
"688","independent",27,"11",123,131,0.161916643557893,121,133,-1,-1,2000
"689","independent",27,"12",122,134,0.0968020603411954,120,137,-1,3,1250
"690","independent",27,"13",123,134,0.169525066972784,120,138.5,1,4,500
"691","hierarchical",27,"1",133,140,0.117115207928429,125,144,-1,-2,9500
"692","hierarchical",27,"2",132,139,0.124856390890812,125,145,-1,-2,8750
"693","hierarchical",27,"3",131,139,0.129360797867825,124,142,-1,-1,8000
"694","hierarchical",27,"4",131,138,0.131721340210915,126,141,0,-1,7250
"695","hierarchical",27,"5",130,137,0.131551443852926,124,143,0,-1,6500
"696","hierarchical",27,"6",129,136,0.130073953840577,123,139,0,-1,5750
"697","hierarchical",27,"7",128,136,0.129083780458627,120,139,0,0,5000
"698","hierarchical",27,"8",127,135,0.129066170528728,114,137,0,0,4250
"699","hierarchical",27,"9",125,134,0.131048152879559,116,136.5,-1,0,3500
"700","hierarchical",27,"10",124,133,0.135607862105463,121,137,-1,0,2750
"701","hierarchical",27,"11",123,132,0.142814574836723,121,133,-1,0,2000
"702","hierarchical",27,"12",122,131,0.152184864636096,120,137,-1,0,1250
"703","hierarchical",27,"13",122,130,0.16267727211134,120,138.5,0,0,500
"704","independent",28,"1",134,141,0.161884809251149,124,144,0,-1,9500
"705","independent",28,"2",132,140,0.13325014762946,121,144,-1,-1,8750
"706","independent",28,"3",133,139,0.1200767563337,123,144,1,-1,8000
"707","independent",28,"4",131,137,0.1492110221521,121,140,0,-2,7250
"708","independent",28,"5",128,138,0.0930050867308913,121,141,-2,0,6500
"709","independent",28,"6",130,136,0.133230181371116,123,140,1,-1,5750
"710","independent",28,"7",128,134,0.122903208889743,124,138,0,-2,5000
"711","independent",28,"8",127,135,0.124563743461275,118,136.5,0,0,4250
"712","independent",28,"9",127,134,0.117210752530741,123,140,1,0,3500
"713","independent",28,"10",125,132,0.145399849340428,118,136,0,-1,2750
"714","independent",28,"11",127,136,0.0755923250101128,118,142,3,4,2000
"715","independent",28,"12",121,131,0.0981820597178434,118,133,-2,0,1250
"716","independent",28,"13",130,142,0.106639554280808,127,146.5,8,12,500
"717","hierarchical",28,"1",132,140,0.132218475581208,124,144,-2,-2,9500
"718","hierarchical",28,"2",132,139,0.134040229877263,121,144,-1,-2,8750
"719","hierarchical",28,"3",131,138,0.133499075651464,123,144,-1,-2,8000
"720","hierarchical",28,"4",131,138,0.132376239312338,121,140,0,-1,7250
"721","hierarchical",28,"5",130,137,0.13004012871578,121,141,0,-1,6500
"722","hierarchical",28,"6",129,137,0.126953774529925,123,140,0,0,5750
"723","hierarchical",28,"7",128,136,0.124697669304724,124,138,0,0,5000
"724","hierarchical",28,"8",128,135,0.122535365131759,118,136.5,1,0,4250
"725","hierarchical",28,"9",127,134,0.120774178899614,123,140,1,0,3500
"726","hierarchical",28,"10",126,134,0.1203523145488,118,136,1,1,2750
"727","hierarchical",28,"11",125,133,0.120281130428637,118,142,1,1,2000
"728","hierarchical",28,"12",124,133,0.120475718712903,118,133,1,2,1250
"729","hierarchical",28,"13",124,132,0.120841806352665,127,146.5,2,2,500
"730","independent",29,"1",133,141,0.110102012980433,128,145,-1,-1,9500
"731","independent",29,"2",134,141,0.130835469565505,127,143,1,0,8750
"732","independent",29,"3",131,138,0.149978951990468,120,141,-1,-2,8000
"733","independent",29,"4",131,137,0.181340917095191,124,140,0,-2,7250
"734","independent",29,"5",130,139,0.140146163429978,124,141,0,1,6500
"735","independent",29,"6",127,136,0.102903070496757,122,141,-2,-1,5750
"736","independent",29,"7",129,136,0.133690811508629,120,140,1,0,5000
"737","independent",29,"8",127,134,0.15390528089679,120,136,0,-1,4250
"738","independent",29,"9",125,134,0.114980941249276,120,137,-1,0,3500
"739","independent",29,"10",125,137,0.0806853445169176,117,144,0,4,2750
"740","independent",29,"11",126,132,0.142420329596485,122,135,2,0,2000
"741","independent",29,"12",124,136,0.0894142891555685,121,138.5,1,5,1250
"742","independent",29,"13",125,163,0.0871310198737872,123,145,3,33,500
"743","hierarchical",29,"1",132,139,0.12136618462709,128,145,-2,-3,9500
"744","hierarchical",29,"2",132,139,0.130682627211607,127,143,-1,-2,8750
"745","hierarchical",29,"3",131,138,0.137543504456827,120,141,-1,-2,8000
"746","hierarchical",29,"4",131,138,0.14025525213464,124,140,0,-1,7250
"747","hierarchical",29,"5",130,137,0.140715810994215,124,141,0,-1,6500
"748","hierarchical",29,"6",129,136,0.13777644376036,122,141,0,-1,5750
"749","hierarchical",29,"7",128,136,0.133841755576171,120,140,0,0,5000
"750","hierarchical",29,"8",127,135,0.129125569925838,120,136,0,0,4250
"751","hierarchical",29,"9",126,134,0.124538106456815,120,137,0,0,3500
"752","hierarchical",29,"10",125,134,0.121583087812116,117,144,0,1,2750
"753","hierarchical",29,"11",124,133,0.120022170792983,122,135,0,1,2000
"754","hierarchical",29,"12",123,132,0.119851911145834,121,138.5,0,1,1250
"755","hierarchical",29,"13",123,132,0.120879884896227,123,145,1,2,500
"756","independent",30,"1",134,142,0.138423136856548,126,145,0,0,9500
"757","independent",30,"2",132,139,0.121551628248939,127,142.5,-1,-2,8750
"758","independent",30,"3",132,140,0.144677720053417,125,142,0,0,8000
"759","independent",30,"4",131,138,0.137558110907232,127,142,0,-1,7250
"760","independent",30,"5",130,137,0.12105684977467,118,142,0,-1,6500
"761","independent",30,"6",129,137,0.13775731530143,122,139,0,0,5750
"762","independent",30,"7",129,137,0.106751032625303,121,141,1,1,5000
"763","independent",30,"8",123,133,0.0923760692337376,120,140,-4,-2,4250
"764","independent",30,"9",127,135,0.12589673020089,116,136.5,1,1,3500
"765","independent",30,"10",124,133,0.146504180219781,118,134,-1,0,2750
"766","independent",30,"11",122,132,0.110476620446358,117,137,-2,0,2000
"767","independent",30,"12",123,131,0.166285921275514,121,134,0,0,1250
"768","independent",30,"13",121,127,0.178118321272592,119,129,-1,-3,500
"769","hierarchical",30,"1",133,140,0.122451239278787,126,145,-1,-2,9500
"770","hierarchical",30,"2",132,139,0.12995826420629,127,142.5,-1,-2,8750
"771","hierarchical",30,"3",132,139,0.134814359938817,125,142,0,-1,8000
"772","hierarchical",30,"4",131,138,0.136043561504216,127,142,0,-1,7250
"773","hierarchical",30,"5",130,137,0.1341617565222,118,142,0,-1,6500
"774","hierarchical",30,"6",129,137,0.131244118798998,122,139,0,0,5750
"775","hierarchical",30,"7",128,136,0.128130141977036,121,141,0,0,5000
"776","hierarchical",30,"8",127,135,0.125985784523329,120,140,0,0,4250
"777","hierarchical",30,"9",126,134,0.125861182238161,116,136.5,0,0,3500
"778","hierarchical",30,"10",124,133,0.128547292478652,118,134,-1,0,2750
"779","hierarchical",30,"11",123,132,0.13449112729168,117,137,-1,0,2000
"780","hierarchical",30,"12",122,131,0.143713541109802,121,134,-1,0,1250
"781","hierarchical",30,"13",121,130,0.155699533924003,119,129,-1,0,500
"782","independent",31,"1",132,140,0.101309175408285,129,145.5,-2,-2,9500
"783","independent",31,"2",132,139,0.119283421265346,125,144,-1,-2,8750
"784","independent",31,"3",134,141,0.121712130360356,127,144,2,1,8000
"785","independent",31,"4",130,138,0.108080595112338,118,142,-1,-1,7250
"786","independent",31,"5",129,137,0.114000339222886,118,139,-1,-1,6500
"787","independent",31,"6",129,135,0.124271378387663,119,139,0,-2,5750
"788","independent",31,"7",129,137,0.137150563971228,122,140,1,1,5000
"789","independent",31,"8",128,135,0.132041112055242,121,138,1,0,4250
"790","independent",31,"9",128,135,0.0998621994634268,122,142,2,1,3500
"791","independent",31,"10",125,131,0.103734578122025,123,134,0,-2,2750
"792","independent",31,"11",121,135,0.0666524859306864,120,141,-3,3,2000
"793","independent",31,"12",119,126,0.149106972016264,118,130,-4,-5,1250
"794","independent",31,"13",120,132,0.0624235750472183,123,133,-2,2,500
"795","hierarchical",31,"1",132,140,0.105474250611855,129,145.5,-2,-2,9500
"796","hierarchical",31,"2",132,139,0.112202597617161,125,144,-1,-2,8750
"797","hierarchical",31,"3",131,138,0.116702236298957,127,144,-1,-2,8000
"798","hierarchical",31,"4",131,137,0.118823434967583,118,142,0,-2,7250
"799","hierarchical",31,"5",130,137,0.119425772980869,118,139,0,-1,6500
"800","hierarchical",31,"6",129,136,0.118587624467678,119,139,0,-1,5750
"801","hierarchical",31,"7",128,135,0.116418612201268,122,140,0,-1,5000
"802","hierarchical",31,"8",127,135,0.114095023155541,121,138,0,0,4250
"803","hierarchical",31,"9",126,134,0.112761254707135,122,142,0,0,3500
"804","hierarchical",31,"10",125,133,0.112251787579498,123,134,0,0,2750
"805","hierarchical",31,"11",124,132,0.112846711632494,120,141,0,0,2000
"806","hierarchical",31,"12",123,132,0.114866578393134,118,130,0,1,1250
"807","hierarchical",31,"13",122,131,0.118353048320306,123,133,0,1,500
"808","independent",32,"1",133,141,0.109402883943402,123,145,-1,-1,9500
"809","independent",32,"2",133,140,0.137757753391445,126,145,0,-1,8750
"810","independent",32,"3",132,139,0.150087314161398,125,140,0,-1,8000
"811","independent",32,"4",129,138,0.117296020378224,121,140.5,-2,-1,7250
"812","independent",32,"5",130,138,0.115375182375105,124,140.5,0,0,6500
"813","independent",32,"6",129,136,0.133405251813827,113,139,0,-1,5750
"814","independent",32,"7",128,134,0.12997950730514,124,138,0,-2,5000
"815","independent",32,"8",127,134,0.145144391433095,120,136,0,-1,4250
"816","independent",32,"9",126,133,0.124039264285004,121,138,0,-1,3500
"817","independent",32,"10",123,133,0.106009930217351,118,137,-2,0,2750
"818","independent",32,"11",123,131,0.146274442798367,120,136,-1,-1,2000
"819","independent",32,"12",118,130,0.0694935242809894,117,135,-5,-1,1250
"820","independent",32,"13",119,133,0.146613690966652,113,132,-3,3,500
"821","hierarchical",32,"1",132,139,0.116720240742465,123,145,-2,-3,9500
"822","hierarchical",32,"2",132,139,0.123980466330675,126,145,-1,-2,8750
"823","hierarchical",32,"3",131,138,0.129208841907313,125,140,-1,-2,8000
"824","hierarchical",32,"4",130,138,0.131367937270984,121,140.5,-1,-1,7250
"825","hierarchical",32,"5",130,137,0.131670179671801,124,140.5,0,-1,6500
"826","hierarchical",32,"6",129,136,0.12971186124792,113,139,0,-1,5750
"827","hierarchical",32,"7",128,136,0.127210571787815,124,138,0,0,5000
"828","hierarchical",32,"8",127,135,0.125164000121946,120,136,0,0,4250
"829","hierarchical",32,"9",125,134,0.124195019089368,121,138,-1,0,3500
"830","hierarchical",32,"10",124,133,0.125107467412213,118,137,-1,0,2750
"831","hierarchical",32,"11",123,132,0.128259986709804,120,136,-1,0,2000
"832","hierarchical",32,"12",122,131,0.133670907141862,117,135,-1,0,1250
"833","hierarchical",32,"13",122,130,0.141031545032741,113,132,0,0,500
"834","independent",33,"1",134,141,0.138945992082306,123,143,0,-1,9500
"835","independent",33,"2",134,141,0.130843399414614,123,144,1,0,8750
"836","independent",33,"3",130,139,0.103596032174509,117,143,-2,-1,8000
"837","independent",33,"4",132,138,0.139962360071456,128,143,1,-1,7250
"838","independent",33,"5",129,138,0.117552433391827,122,141,-1,0,6500
"839","independent",33,"6",128,135,0.0966171067999402,122,141,-1,-2,5750
"840","independent",33,"7",127,134,0.112191191983455,121,140,-1,-2,5000
"841","independent",33,"8",128,134,0.151319829855043,122,137,1,-1,4250
"842","independent",33,"9",125,130,0.162824927316933,121,134,-1,-4,3500
"843","independent",33,"10",125,132,0.121539142522246,113,134,0,-1,2750
"844","independent",33,"11",121,132,0.0928874931240847,115,136,-3,0,2000
"845","independent",33,"12",122,132,0.0773882542886845,120,136.5,-1,1,1250
"846","independent",33,"13",123,129,0.267562921024932,119,130,1,-1,500
"847","hierarchical",33,"1",133,140,0.116625013430279,123,143,-1,-2,9500
"848","hierarchical",33,"2",132,140,0.120806568109332,123,144,-1,-1,8750
"849","hierarchical",33,"3",131,139,0.122322055873739,117,143,-1,-1,8000
"850","hierarchical",33,"4",130,138,0.121095978651763,128,143,-1,-1,7250
"851","hierarchical",33,"5",129,137,0.118549286921833,122,141,-1,-1,6500
"852","hierarchical",33,"6",128,136,0.116198839445317,122,141,-1,-1,5750
"853","hierarchical",33,"7",127,135,0.115408764415033,121,140,-1,-1,5000
"854","hierarchical",33,"8",126,133,0.117647683438376,122,137,-1,-2,4250
"855","hierarchical",33,"9",125,132,0.122786551656568,121,134,-1,-2,3500
"856","hierarchical",33,"10",124,131,0.130385323536008,113,134,-1,-2,2750
"857","hierarchical",33,"11",123,130,0.139440874013164,115,136,-1,-2,2000
"858","hierarchical",33,"12",123,130,0.14930420123005,120,136.5,0,-1,1250
"859","hierarchical",33,"13",122,129,0.158761186061493,119,130,0,-1,500
"860","independent",34,"1",134,143,0.113469025249328,126,145,0,1,9500
"861","independent",34,"2",133,140,0.112664681128466,124,145,0,-1,8750
"862","independent",34,"3",132,139,0.121050445207988,120,143,0,-1,8000
"863","independent",34,"4",130,138,0.126478216208205,123,142,-1,-1,7250
"864","independent",34,"5",132,140,0.0990459018095385,124,144,2,2,6500
"865","independent",34,"6",130,139,0.106227413714953,115,142,1,2,5750
"866","independent",34,"7",127,135,0.117827068900638,123,139,-1,-1,5000
"867","independent",34,"8",127,135,0.109070450539205,121,138,0,0,4250
"868","independent",34,"9",126,134,0.119823826959207,122,137,0,0,3500
"869","independent",34,"10",127,136,0.12320623409354,118,137,2,3,2750
"870","independent",34,"11",124,133,0.121774871689535,116,135,0,1,2000
"871","independent",34,"12",119,131,0.0791518402692247,116,137.5,-4,0,1250
"872","independent",34,"13",124,186,0.0574232309250249,120,142,2,56,500
"873","hierarchical",34,"1",133,140,0.106280716229088,126,145,-1,-2,9500
"874","hierarchical",34,"2",132,140,0.111932018340454,124,145,-1,-1,8750
"875","hierarchical",34,"3",132,139,0.115743750969215,120,143,0,-1,8000
"876","hierarchical",34,"4",131,138,0.117486069712813,123,142,0,-1,7250
"877","hierarchical",34,"5",130,138,0.118424009476912,124,144,0,0,6500
"878","hierarchical",34,"6",129,137,0.118205958545198,115,142,0,0,5750
"879","hierarchical",34,"7",129,136,0.11750522731515,123,139,1,0,5000
"880","hierarchical",34,"8",128,136,0.117258686552396,121,138,1,1,4250
"881","hierarchical",34,"9",127,135,0.118034029576727,122,137,1,1,3500
"882","hierarchical",34,"10",126,134,0.119707300154248,118,137,1,1,2750
"883","hierarchical",34,"11",125,133,0.12229549972053,116,135,1,1,2000
"884","hierarchical",34,"12",124,133,0.12557739778085,116,137.5,1,2,1250
"885","hierarchical",34,"13",123,132,0.129845383225086,120,142,1,2,500
"886","independent",35,"1",134,143,0.117079926604521,125,147,0,1,9500
"887","independent",35,"2",132,139,0.112715640895047,125,142,-1,-2,8750
"888","independent",35,"3",131,139,0.105694989346145,124,144,-1,-1,8000
"889","independent",35,"4",131,140,0.0983072536005994,123,142,0,1,7250
"890","independent",35,"5",130,137,0.124301750108758,123,142,0,-1,6500
"891","independent",35,"6",128,135,0.0980472995226562,115,140,-1,-2,5750
"892","independent",35,"7",128,135,0.129765291317151,116,138.5,0,-1,5000
"893","independent",35,"8",127,134,0.105957135423642,117,141,0,-1,4250
"894","independent",35,"9",124,134,0.110037302368073,119,140,-2,0,3500
"895","independent",35,"10",125,132,0.14322245046157,121,133,0,-1,2750
"896","independent",35,"11",125,137,0.0936624714598101,118,142,1,5,2000
"897","independent",35,"12",122,129,0.134901896209209,121,133,-1,-2,1250
"898","independent",35,"13",125,155,0.0544484314154896,118,143,3,25,500
"899","hierarchical",35,"1",132,140,0.103827427604193,125,147,-2,-2,9500
"900","hierarchical",35,"2",132,139,0.108411380831342,125,142,-1,-2,8750
"901","hierarchical",35,"3",131,138,0.111218608836678,124,144,-1,-2,8000
"902","hierarchical",35,"4",130,138,0.112553332178904,123,142,-1,-1,7250
"903","hierarchical",35,"5",129,137,0.112977896740093,123,142,-1,-1,6500
"904","hierarchical",35,"6",129,136,0.1128125788408,115,140,0,-1,5750
"905","hierarchical",35,"7",128,135,0.112785386778647,116,138.5,0,-1,5000
"906","hierarchical",35,"8",127,134,0.113446745263738,117,141,0,-1,4250
"907","hierarchical",35,"9",126,133,0.115048088345932,119,140,0,-1,3500
"908","hierarchical",35,"10",125,133,0.11787948850095,121,133,0,0,2750
"909","hierarchical",35,"11",124,132,0.121543064250611,118,142,0,0,2000
"910","hierarchical",35,"12",123,131,0.125119890346238,121,133,0,0,1250
"911","hierarchical",35,"13",123,131,0.128509185155555,118,143,1,1,500
"912","independent",36,"1",135,142,0.1177728817529,123,145,1,0,9500
"913","independent",36,"2",132,142,0.0924993190151081,122,148,-1,1,8750
"914","independent",36,"3",131,139,0.105996140615805,123,146,-1,-1,8000
"915","independent",36,"4",129,138,0.104495965851044,120,141,-2,-1,7250
"916","independent",36,"5",131,138,0.12936075891611,109,141,1,0,6500
"917","independent",36,"6",127,135,0.114006203392903,120,141,-2,-2,5750
"918","independent",36,"7",127,135,0.127434722417902,117,137,-1,-1,5000
"919","independent",36,"8",127,134,0.159912078463664,117,137,0,-1,4250
"920","independent",36,"9",125,133,0.107324536962016,116,137,-1,-1,3500
"921","independent",36,"10",125,132,0.106880027188418,122,134.5,0,-1,2750
"922","independent",36,"11",122,130,0.109828609200705,119,131,-2,-2,2000
"923","independent",36,"12",119,127,0.108139320384235,118,130,-4,-4,1250
"924","independent",36,"13",121,135,0.134089417042555,120,137.5,-1,5,500
"925","hierarchical",36,"1",132,140,0.0984160511108251,123,145,-2,-2,9500
"926","hierarchical",36,"2",131,139,0.103624902661727,122,148,-2,-2,8750
"927","hierarchical",36,"3",131,138,0.107946912960318,123,146,-1,-2,8000
"928","hierarchical",36,"4",130,138,0.111672704238259,120,141,-1,-1,7250
"929","hierarchical",36,"5",129,137,0.115013890646138,109,141,-1,-1,6500
"930","hierarchical",36,"6",128,136,0.118118095089555,120,141,-1,-1,5750
"931","hierarchical",36,"7",128,135,0.121167940117144,117,137,0,-1,5000
"932","hierarchical",36,"8",127,134,0.124468924612423,117,137,0,-1,4250
"933","hierarchical",36,"9",126,134,0.128446551817609,116,137,0,0,3500
"934","hierarchical",36,"10",125,133,0.133852797282166,122,134.5,0,0,2750
"935","hierarchical",36,"11",124,132,0.139880817989011,119,131,0,0,2000
"936","hierarchical",36,"12",123,131,0.146135988643887,118,130,0,0,1250
"937","hierarchical",36,"13",122,131,0.152378417082788,120,137.5,0,1,500
"938","independent",37,"1",134,142,0.127090345132595,124,145,0,0,9500
"939","independent",37,"2",133,141,0.130667288980941,123,145,0,0,8750
"940","independent",37,"3",131,138,0.108304602839884,124,142,-1,-2,8000
"941","independent",37,"4",130,137,0.129489904177959,123,142.5,-1,-2,7250
"942","independent",37,"5",130,138,0.116549716215294,124,141,0,0,6500
"943","independent",37,"6",129,136,0.144577478621895,125,140,0,-1,5750
"944","independent",37,"7",130,137,0.126818641328402,122,141,2,1,5000
"945","independent",37,"8",126,133,0.129530720553898,116,137,-1,-2,4250
"946","independent",37,"9",124,133,0.074190420896978,118,139,-2,-1,3500
"947","independent",37,"10",124,133,0.102371662308692,121,140,-1,0,2750
"948","independent",37,"11",121,131,0.0657267087021353,115,134.5,-3,-1,2000
"949","independent",37,"12",121,131,0.103574055150075,121,135,-2,0,1250
"950","independent",37,"13",120,131,0.0966178080938806,117,133,-2,1,500
"951","hierarchical",37,"1",133,140,0.121920881167801,124,145,-1,-2,9500
"952","hierarchical",37,"2",132,140,0.126812924985426,123,145,-1,-1,8750
"953","hierarchical",37,"3",132,139,0.129242592954058,124,142,0,-1,8000
"954","hierarchical",37,"4",131,138,0.128021334080478,123,142.5,0,-1,7250
"955","hierarchical",37,"5",130,138,0.124752092995016,124,141,0,0,6500
"956","hierarchical",37,"6",129,137,0.120072020996663,125,140,0,0,5750
"957","hierarchical",37,"7",128,136,0.114945997161961,122,141,0,0,5000
"958","hierarchical",37,"8",127,135,0.110623505818354,116,137,0,0,4250
"959","hierarchical",37,"9",125,134,0.108048720506317,118,139,-1,0,3500
"960","hierarchical",37,"10",124,132,0.107822013049568,121,140,-1,-1,2750
"961","hierarchical",37,"11",123,131,0.110569023272756,115,134.5,-1,-1,2000
"962","hierarchical",37,"12",122,130,0.115418249558189,121,135,-1,-1,1250
"963","hierarchical",37,"13",122,129,0.121632365236234,117,133,0,-1,500
"964","independent",38,"1",133,139,0.121309697270911,126,144,-1,-3,9500
"965","independent",38,"2",134,140,0.112554376447448,125,144,1,-1,8750
"966","independent",38,"3",130,138,0.12226247154578,122,140,-2,-2,8000
"967","independent",38,"4",131,137,0.135863935612827,124,140,0,-2,7250
"968","independent",38,"5",132,138,0.14413155479726,121,140,2,0,6500
"969","independent",38,"6",129,136,0.111058282331201,116,138,0,-1,5750
"970","independent",38,"7",127,134,0.107224521906937,122,139,-1,-2,5000
"971","independent",38,"8",127,134,0.129244559827022,119,136.5,0,-1,4250
"972","independent",38,"9",124,131,0.111164470280674,121,135,-2,-3,3500
"973","independent",38,"10",127,134,0.11890349436176,124,139.5,2,1,2750
"974","independent",38,"11",122,132,0.0884644926664695,120,140,-2,0,2000
"975","independent",38,"12",122,129,0.11540642326821,118,136,-1,-2,1250
"976","independent",38,"13",124,131,0.134328463635804,124,132,2,1,500
"977","hierarchical",38,"1",132,139,0.11432924940919,126,144,-2,-3,9500
"978","hierarchical",38,"2",132,139,0.120087537969614,125,144,-1,-2,8750
"979","hierarchical",38,"3",131,138,0.123540171872691,122,140,-1,-2,8000
"980","hierarchical",38,"4",131,138,0.124523232257191,124,140,0,-1,7250
"981","hierarchical",38,"5",130,137,0.124490690287744,121,140,0,-1,6500
"982","hierarchical",38,"6",129,136,0.123008945945961,116,138,0,-1,5750
"983","hierarchical",38,"7",128,135,0.120946545843818,122,139,0,-1,5000
"984","hierarchical",38,"8",127,135,0.119459868072399,119,136.5,0,0,4250
"985","hierarchical",38,"9",126,134,0.119193650354289,121,135,0,0,3500
"986","hierarchical",38,"10",125,133,0.120045117867221,124,139.5,0,0,2750
"987","hierarchical",38,"11",124,132,0.121894296139153,120,140,0,0,2000
"988","hierarchical",38,"12",123,131,0.124273143414356,118,136,0,0,1250
"989","hierarchical",38,"13",123,131,0.126967553351383,124,132,1,1,500
"990","independent",39,"1",134,141,0.117275551150489,126,145,0,-1,9500
"991","independent",39,"2",133,140,0.13921646743869,127,143,0,-1,8750
"992","independent",39,"3",131,139,0.137482817069982,124,141,-1,-1,8000
"993","independent",39,"4",131,138,0.14528878499116,125,141,0,-1,7250
"994","independent",39,"5",129,137,0.132101049523718,123,141,-1,-1,6500
"995","independent",39,"6",128,138,0.0939237164965804,121,142,-1,1,5750
"996","independent",39,"7",127,135,0.123767895207063,120,139,-1,-1,5000
"997","independent",39,"8",126,134,0.122372527875721,114,137,-1,-1,4250
"998","independent",39,"9",126,134,0.12520983479078,121,137,0,0,3500
"999","independent",39,"10",126,132,0.161376024441636,122,135,1,-1,2750
"1000","independent",39,"11",123,134,0.101760191950803,119,138,-1,2,2000
"1001","independent",39,"12",121,130,0.0832393264164331,120,134,-2,-1,1250
"1002","independent",39,"13",129,155,0.101506287739367,116,146,7,25,500
"1003","hierarchical",39,"1",132,140,0.118594866710405,126,145,-2,-2,9500
"1004","hierarchical",39,"2",132,139,0.124051909382694,127,143,-1,-2,8750
"1005","hierarchical",39,"3",131,139,0.127726301078488,124,141,-1,-1,8000
"1006","hierarchical",39,"4",130,138,0.128791041027172,125,141,-1,-1,7250
"1007","hierarchical",39,"5",130,138,0.128050219578436,123,141,0,0,6500
"1008","hierarchical",39,"6",129,137,0.126757718368285,121,142,0,0,5750
"1009","hierarchical",39,"7",128,136,0.125267005172911,120,139,0,0,5000
"1010","hierarchical",39,"8",127,135,0.124497967086262,114,137,0,0,4250
"1011","hierarchical",39,"9",126,134,0.125030866208911,121,137,0,0,3500
"1012","hierarchical",39,"10",125,133,0.127017040426083,122,135,0,0,2750
"1013","hierarchical",39,"11",124,132,0.130222076787685,119,138,0,0,2000
"1014","hierarchical",39,"12",124,132,0.134514157139756,120,134,1,1,1250
"1015","hierarchical",39,"13",123,131,0.139135807838795,116,146,1,1,500
"1016","independent",40,"1",134,142,0.123480822071029,123,145,0,0,9500
"1017","independent",40,"2",133,140,0.147017552585992,126,143,0,-1,8750
"1018","independent",40,"3",131,141,0.0874039286627781,118,147.5,-1,1,8000
"1019","independent",40,"4",133,140,0.161659840884222,124,141,2,1,7250
"1020","independent",40,"5",130,138,0.115557175415334,119,140,0,0,6500
"1021","independent",40,"6",130,136,0.128020156762839,125,142,1,-1,5750
"1022","independent",40,"7",128,136,0.120423725738025,119,139,0,0,5000
"1023","independent",40,"8",127,134,0.110322069299597,122,140,0,-1,4250
"1024","independent",40,"9",126,134,0.134124292777882,114,136,0,0,3500
"1025","independent",40,"10",124,131,0.114559954861783,117,135,-1,-2,2750
"1026","independent",40,"11",122,130,0.132982114644764,119,133,-2,-2,2000
"1027","independent",40,"12",124,130,0.188539111883164,125,134.5,1,-1,1250
"1028","independent",40,"13",129,159,0.0728798759642556,119,146.5,7,29,500
"1029","hierarchical",40,"1",133,140,0.120549827155526,123,145,-1,-2,9500
"1030","hierarchical",40,"2",133,140,0.123767262368704,126,143,0,-1,8750
"1031","hierarchical",40,"3",132,139,0.125450279464375,118,147.5,0,-1,8000
"1032","hierarchical",40,"4",131,138,0.124892743620642,124,141,0,-1,7250
"1033","hierarchical",40,"5",130,138,0.123412552254159,119,140,0,0,6500
"1034","hierarchical",40,"6",129,137,0.121564812038731,125,142,0,0,5750
"1035","hierarchical",40,"7",128,136,0.119973552905409,119,139,0,0,5000
"1036","hierarchical",40,"8",127,135,0.119679717032424,122,140,0,0,4250
"1037","hierarchical",40,"9",126,134,0.12150581321888,114,136,0,0,3500
"1038","hierarchical",40,"10",125,133,0.125718593552572,117,135,0,0,2750
"1039","hierarchical",40,"11",124,132,0.132064584403963,119,133,0,0,2000
"1040","hierarchical",40,"12",123,131,0.139771060881829,125,134.5,0,0,1250
"1041","hierarchical",40,"13",122,130,0.147688437010761,119,146.5,0,0,500
"1042","independent",41,"1",134,142,0.121434149475097,124,145.5,0,0,9500
"1043","independent",41,"2",134,141,0.136004676632231,126,145,1,0,8750
"1044","independent",41,"3",132,139,0.136164688277676,126,144,0,-1,8000
"1045","independent",41,"4",131,140,0.111035486566598,124,141,0,1,7250
"1046","independent",41,"5",129,135,0.135403202141928,122,138,-1,-3,6500
"1047","independent",41,"6",127,135,0.128746266766235,122,141,-2,-2,5750
"1048","independent",41,"7",129,135,0.138068647894818,116,139,1,-1,5000
"1049","independent",41,"8",127,135,0.12087492459031,120,140,0,0,4250
